PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Year,Month,Day,DayOfWeek,Quarter,Season_encoded,AQI_lag_1,AQI_lag_3,AQI_lag_7,PM2.5_lag_1,PM10_lag_1,NO2_lag_1,AQI_rolling_7d,AQI_rolling_14d,AQI_rolling_30d,AQI_rolling_7d_std,City_encoded
24.96,49.69,4.02,15.4,11.55,10.42,0.52,13.35,37.78,2019,12,9,0,4,3,79.0,185.0,98.0,36.75,63.62,12.29,136.0,129.71428571428572,120.5,42.44604418160411,2
39.12,69.06,5.93,24.73,17.97,14.14,0.77,10.8,34.82,2019,12,10,1,4,3,61.0,174.0,100.0,24.96,49.69,15.4,130.71428571428572,122.14285714285714,116.93333333333334,49.657877138524384,2
51.44,82.17,4.9,22.53,15.96,13.61,0.68,12.58,36.02,2019,12,11,2,4,3,83.0,79.0,156.0,39.12,69.06,24.73,128.28571428571428,115.64285714285714,115.5,51.78067298942835,2
38.89,66.08,3.95,18.7,13.15,13.46,0.62,10.22,36.73,2019,12,12,3,4,3,86.0,61.0,160.0,51.44,82.17,22.53,118.28571428571429,111.0,115.8,52.29312984103598,2
35.8,62.14,3.3,16.11,11.24,16.42,0.62,12.83,39.73,2019,12,13,4,4,3,72.0,83.0,185.0,38.89,66.08,18.7,105.71428571428571,107.5,115.06666666666666,51.15894931718312,2
39.06,63.53,2.22,13.1,8.77,14.38,0.55,13.87,41.66,2019,12,14,5,4,3,66.0,86.0,174.0,35.8,62.14,16.11,88.71428571428571,106.64285714285714,114.83333333333333,38.6683086679274,2
47.53,79.0,2.62,17.58,11.48,13.85,0.65,17.05,41.13,2019,12,15,6,4,3,64.0,72.0,79.0,39.06,63.53,13.1,73.0,105.57142857142857,113.6,9.831920802502353,2
46.6,78.44,4.18,17.93,12.93,14.81,0.62,18.96,43.5,2019,12,16,0,4,3,73.0,66.0,61.0,47.53,79.0,17.58,72.14285714285714,104.07142857142857,112.7,9.476788686550712,2
67.15,107.1,4.36,25.62,17.18,19.74,0.84,12.22,47.84,2019,12,17,1,4,3,76.0,64.0,83.0,46.6,78.44,17.93,74.28571428571429,102.5,111.4,8.138678961484308,2
66.82,105.01,2.43,17.15,11.09,19.94,0.75,12.67,53.85,2019,12,18,2,4,3,96.0,73.0,86.0,67.15,107.1,25.62,76.14285714285714,102.21428571428571,110.36666666666666,11.320020191804849,2
83.16,120.25,2.51,17.41,11.31,23.06,0.76,17.03,49.59,2019,12,19,3,4,3,137.0,76.0,72.0,66.82,105.01,17.15,83.42857142857143,100.85714285714286,111.93333333333334,25.831873998719633,2
79.92,119.82,2.56,19.92,12.69,20.43,0.9,23.63,43.53,2019,12,20,4,4,3,138.0,96.0,66.0,83.16,120.25,17.41,92.85714285714286,99.28571428571429,113.26666666666667,32.22022434966696,2
83.64,118.52,1.83,15.67,9.82,19.48,0.84,16.5,50.47,2019,12,21,5,4,3,188.0,137.0,64.0,79.92,119.82,19.92,110.28571428571429,99.5,114.13333333333334,45.52184195787898,2
72.34,103.82,1.6,13.46,8.46,18.4,0.71,17.81,56.41,2019,12,22,6,4,3,166.0,138.0,73.0,83.64,118.52,15.67,124.85714285714286,98.92857142857143,114.96666666666667,44.55120114889768,2
72.99,104.91,1.88,13.46,8.68,17.61,0.69,11.56,57.63,2019,12,23,0,4,3,162.0,188.0,76.0,72.34,103.82,13.46,137.57142857142858,104.85714285714286,117.23333333333333,39.72344875451275,2
76.56,115.06,1.87,14.77,9.37,16.52,0.82,14.21,56.77,2019,12,24,1,4,3,147.0,166.0,96.0,72.99,104.91,13.46,147.71428571428572,111.0,118.9,28.998357917385306,2
84.51,120.22,1.73,13.16,8.41,14.6,0.95,17.69,54.0,2019,12,25,2,4,3,138.0,162.0,137.0,76.56,115.06,14.77,153.71428571428572,114.92857142857143,118.96666666666667,19.206893603724254,2
50.52,81.46,2.37,14.79,9.79,13.24,0.59,13.86,32.95,2019,12,26,3,4,3,194.0,147.0,138.0,84.51,120.22,13.16,161.85714285714286,122.64285714285714,119.86666666666666,22.70410074141262,2
41.79,73.58,3.48,17.65,12.21,13.75,0.63,14.1,29.21,2019,12,27,4,4,3,114.0,138.0,188.0,50.52,81.46,14.79,158.42857142857142,125.64285714285714,117.86666666666666,28.082361859698867,2
57.09,88.15,2.19,15.8,10.17,15.74,0.78,9.56,35.44,2019,12,28,5,4,3,77.0,194.0,166.0,41.79,73.58,17.65,142.57142857142858,126.42857142857143,115.4,38.139468370954866,2
74.45,110.95,1.54,12.5,7.89,16.66,0.75,19.09,59.61,2019,12,29,6,4,3,79.0,114.0,162.0,57.09,88.15,15.8,130.14285714285714,127.5,114.0,43.08684474960086,2
59.42,90.44,1.63,12.73,8.09,14.39,0.92,20.55,63.08,2019,12,30,0,4,3,133.0,77.0,147.0,74.45,110.95,12.5,126.0,131.78571428571428,115.83333333333333,40.84931659975088,2
49.5,80.8,1.67,12.64,8.05,14.44,0.64,17.14,64.8,2019,12,31,1,4,3,131.0,79.0,138.0,59.42,90.44,12.73,123.71428571428571,135.71428571428572,117.56666666666666,39.915386697840106,2
44.3,52.12,9.4,5.32,23.64,2.4,0.36,28.74,20.63,2017,3,7,1,1,1,78.0,61.0,52.0,46.13,62.88,4.89,69.71428571428571,69.71428571428571,69.71428571428571,26.246995292885657,3
41.23,52.75,11.18,7.88,23.64,2.51,0.39,21.4,22.44,2017,3,8,2,1,1,72.0,62.0,31.0,44.3,52.12,5.32,72.57142857142857,70.0,70.0,25.058978050838007,3
29.88,33.2,10.64,11.66,23.64,2.31,0.36,4.26,21.11,2017,3,9,3,1,1,71.0,78.0,106.0,41.23,52.75,7.88,78.28571428571429,70.11111111111111,70.11111111111111,17.384996267991987,3
37.93,43.69,12.84,15.11,23.64,2.05,0.2,6.38,25.06,2017,3,10,4,1,1,59.0,72.0,98.0,29.88,33.2,11.66,71.57142857142857,69.0,69.0,13.550610599491367,3
32.46,50.76,10.93,19.67,23.64,6.82,0.0,4.71,18.79,2017,3,11,5,1,1,73.0,71.0,61.0,37.93,43.69,15.11,68.0,69.36363636363636,69.36363636363636,7.257180352359092,3
25.65,54.59,12.14,26.15,23.64,11.73,0.0,8.32,15.64,2017,3,12,6,1,1,56.0,59.0,62.0,32.46,50.76,19.67,67.28571428571429,68.25,68.25,8.240434570140224,3
41.36,77.43,11.4,25.88,23.64,11.71,0.0,4.75,20.27,2017,3,13,0,1,1,55.0,73.0,78.0,25.65,54.59,26.15,66.28571428571429,67.23076923076923,67.23076923076923,9.340133577101314,3
51.88,86.64,9.24,25.21,23.64,11.76,0.0,7.72,30.34,2017,3,14,1,1,1,69.0,56.0,72.0,41.36,77.43,25.88,65.0,67.35714285714286,67.35714285714286,7.979139469057224,3
51.59,86.11,10.03,26.05,23.64,12.33,0.0,9.06,24.63,2017,3,15,2,1,1,80.0,55.0,71.0,51.88,86.64,25.21,66.14285714285714,69.35714285714286,68.2,9.564318610135832,3
45.46,82.73,13.23,26.38,23.64,12.56,0.0,2.94,19.36,2017,3,16,3,1,1,89.0,69.0,59.0,51.59,86.11,26.05,68.71428571428571,73.5,69.5,12.919162585274716,3
152.17,93.68,13.86,27.06,23.64,12.45,0.0,3.17,21.78,2017,3,17,4,1,1,79.0,80.0,73.0,45.46,82.73,26.38,71.57142857142857,71.57142857142857,70.05882352941177,12.620844436317029,3
72.87,98.47,10.71,26.07,23.64,12.03,0.0,3.56,12.86,2017,3,18,5,1,1,262.0,89.0,56.0,152.17,93.68,27.06,98.57142857142857,83.28571428571429,80.72222222222223,73.15931734431176,3
73.26,97.64,10.47,25.73,23.64,11.99,0.0,1.85,11.77,2017,3,19,6,1,1,184.0,79.0,55.0,72.87,98.47,26.07,116.85714285714286,92.07142857142857,86.15789473684211,76.65817758384419,3
65.26,95.91,9.38,25.23,23.64,12.4,0.0,1.31,19.98,2017,3,20,0,1,1,138.0,262.0,69.0,73.26,97.64,25.73,128.71428571428572,97.5,88.75,71.75819183367217,3
56.39,92.68,10.42,26.26,23.64,12.67,0.0,2.97,19.83,2017,3,21,1,1,1,138.0,184.0,80.0,65.26,95.91,25.23,138.57142857142858,101.78571428571429,91.0952380952381,66.75292039268682,3
55.43,88.17,13.56,28.39,23.64,13.0,0.0,1.91,13.71,2017,3,22,2,1,1,100.0,138.0,89.0,56.39,92.68,26.26,141.42857142857142,103.78571428571429,91.5,64.20762452870414,3
40.95,77.09,11.86,26.26,23.64,12.72,0.0,1.03,21.21,2017,3,23,3,1,1,89.0,138.0,79.0,55.43,88.17,28.39,141.42857142857142,105.07142857142857,91.3913043478261,64.20762452870414,3
40.99,67.5,9.68,24.95,23.64,12.41,0.0,0.86,20.82,2017,3,24,4,1,1,84.0,100.0,262.0,40.95,77.09,26.26,142.14285714285714,106.85714285714286,91.08333333333333,63.42036626465398,3
57.49,80.09,8.06,23.95,23.64,11.87,0.0,2.29,24.66,2017,3,25,5,1,1,72.0,89.0,184.0,40.99,67.5,24.95,115.0,106.78571428571429,90.32,39.85389985099744,3
45.98,72.74,8.94,23.68,23.64,12.35,0.0,7.96,24.14,2017,3,26,6,1,1,90.0,84.0,138.0,57.49,80.09,23.95,101.57142857142857,109.21428571428571,90.3076923076923,26.241551928554983,3
47.2,78.45,12.41,27.32,23.64,12.16,0.0,3.29,31.95,2017,3,27,0,1,1,84.0,72.0,138.0,45.98,72.74,23.68,93.85714285714286,111.28571428571429,90.07407407407408,21.200853531784755,3
58.95,83.09,10.69,30.37,23.64,12.03,0.0,4.97,33.22,2017,3,28,1,1,1,74.0,90.0,100.0,47.2,78.45,27.32,84.71428571428571,111.64285714285714,89.5,9.63871163095779,3
39.4,66.81,12.1,30.1,23.64,12.31,0.0,2.04,33.88,2017,3,29,2,1,1,96.0,84.0,89.0,58.95,83.09,30.37,84.14285714285714,112.78571428571429,89.72413793103448,8.649249898663054,3
39.47,71.86,11.17,30.88,23.64,12.66,0.0,3.9,28.11,2017,3,30,3,1,1,76.0,74.0,84.0,39.4,66.81,30.1,82.28571428571429,111.85714285714286,89.26666666666667,8.826367424074348,3
52.77,72.49,11.76,31.49,23.64,13.3,0.0,2.11,26.72,2017,3,31,4,1,1,71.0,96.0,72.0,39.47,71.86,30.88,80.42857142857143,111.28571428571429,89.9,9.727232269204148,3
16.38,25.27,13.47,31.72,23.64,12.84,0.0,3.28,23.22,2017,4,1,5,2,1,91.0,76.0,90.0,52.77,72.49,31.49,83.14285714285714,99.07142857142857,91.9,9.633769968684266,3
20.11,34.76,12.78,30.57,23.64,12.37,0.0,4.88,25.45,2017,4,2,6,2,1,45.0,71.0,84.0,16.38,25.27,31.72,76.71428571428571,89.14285714285714,89.86666666666666,16.71041876309788,3
42.05,88.9,3.55,23.44,23.64,10.01,0.0,2.61,21.0,2017,4,3,0,2,1,30.0,91.0,74.0,20.11,34.76,30.57,69.0,81.42857142857143,87.6,23.762715894162106,3
40.64,63.97,8.88,27.46,23.64,16.51,0.0,2.64,16.77,2017,4,4,1,2,1,72.0,45.0,96.0,42.05,88.9,23.44,68.71428571428571,76.71428571428571,87.96666666666667,23.704530408864034,3
31.96,59.43,12.81,30.01,23.64,19.88,0.0,2.96,18.72,2017,4,5,2,2,1,76.0,30.0,76.0,40.64,63.97,27.46,65.85714285714286,75.0,88.43333333333334,20.907961573115028,3
31.96,59.43,12.81,30.01,23.64,19.88,0.0,2.96,18.72,2017,4,6,3,2,1,60.0,72.0,71.0,31.96,59.43,30.01,63.57142857142857,72.92857142857143,87.83333333333333,20.48460513700581,3
24.29,39.48,20.48,37.9,23.64,30.36,0.0,5.14,18.12,2017,4,9,6,2,1,59.0,76.0,91.0,31.96,59.43,30.01,61.857142857142854,71.14285714285714,87.4,20.260212004719683,3
30.05,55.59,14.87,19.08,23.64,29.24,0.0,3.23,27.2,2017,4,10,0,2,1,44.0,60.0,45.0,24.29,39.48,37.9,55.142857142857146,69.14285714285714,86.5,16.415729970859875,3
41.4,62.53,13.62,21.1,23.64,29.47,0.0,5.88,22.06,2017,4,11,1,2,1,57.0,59.0,30.0,30.05,55.59,19.08,56.857142857142854,66.78571428571429,86.43333333333334,15.794815303642753,3
33.11,58.18,12.64,19.74,23.64,28.98,0.0,1.1,15.98,2017,4,12,2,2,1,66.0,44.0,72.0,41.4,62.53,21.1,62.0,65.5,86.2,10.598742063722964,3
50.72,70.44,12.78,23.29,23.64,29.37,0.0,7.12,24.73,2017,4,13,3,2,1,63.0,57.0,76.0,33.11,58.18,19.74,60.714285714285715,64.71428571428571,86.43333333333334,9.690446940402646,3
25.84,28.59,12.4,21.97,23.64,29.11,0.0,2.6,28.36,2017,4,14,4,2,1,85.0,66.0,60.0,50.72,70.44,23.29,62.0,63.92857142857143,87.43333333333334,12.301761391497175,3
24.3,27.21,12.55,21.26,23.64,29.06,0.0,3.13,31.65,2017,4,15,5,2,1,61.0,63.0,59.0,25.84,28.59,21.97,62.142857142857146,62.857142857142854,87.16666666666667,12.280452915488134,3
33.02,45.93,11.88,20.9,23.64,28.81,0.0,11.78,31.99,2017,4,16,6,2,1,49.0,85.0,44.0,24.3,27.21,21.26,60.714285714285715,61.285714285714285,86.13333333333334,13.250336922939947,3
53.08,101.55,13.42,20.53,23.64,28.7,0.0,7.66,24.0,2017,4,17,0,2,1,53.0,61.0,57.0,33.02,45.93,20.9,62.0,58.57142857142857,84.93333333333334,11.704699910719505,3
82.91,116.95,14.58,20.7,23.64,28.86,0.0,8.74,29.95,2017,4,18,1,2,1,82.0,49.0,66.0,53.08,101.55,20.53,65.57142857142857,61.214285714285715,85.03333333333333,13.58745920395145,3
32.08,94.3,16.02,21.29,23.64,28.73,0.0,12.41,25.46,2017,4,19,2,2,1,170.0,53.0,63.0,82.91,116.95,20.7,80.42857142857143,71.21428571428571,81.96666666666667,41.76863712905947,3
27.6,39.29,15.53,22.4,23.64,28.94,0.0,15.52,19.14,2017,4,20,3,2,1,109.0,82.0,85.0,32.08,94.3,21.29,87.0,73.85714285714286,79.46666666666667,42.1860956556383,3
25.74,94.96,17.33,16.62,23.64,28.63,0.0,5.49,14.42,2017,4,25,1,2,1,65.0,170.0,61.0,27.6,39.29,22.4,84.14285714285714,73.07142857142857,77.03333333333333,43.01328698370836,3
28.28,94.96,15.97,17.11,23.64,28.5,0.0,5.78,15.2,2017,4,26,2,2,1,42.0,109.0,49.0,25.74,94.96,16.62,81.42857142857143,71.78571428571429,73.83333333333333,45.25799061255053,3
25.1,94.96,14.79,16.71,23.64,28.27,0.0,7.31,13.77,2017,4,27,3,2,1,46.0,65.0,53.0,28.28,94.96,17.11,81.0,70.85714285714286,72.03333333333333,45.62893818619931,3
25.99,94.96,14.47,17.07,23.64,28.26,0.0,12.18,15.0,2017,4,28,4,2,1,43.0,42.0,82.0,25.1,94.96,16.71,79.57142857142857,70.78571428571429,70.5,46.793365423092254,3
27.14,94.96,15.96,16.78,23.64,28.42,0.0,7.85,14.22,2017,4,29,5,2,1,43.0,46.0,170.0,25.99,94.96,17.07,74.0,69.78571428571429,69.13333333333334,48.73739153189603,3
25.81,94.96,15.62,16.07,23.64,28.3,0.0,5.27,13.02,2017,4,30,6,2,1,45.0,43.0,109.0,27.14,94.96,16.78,56.142857142857146,68.28571428571429,68.23333333333333,24.64703208250816,3
23.96,94.96,15.77,16.56,23.64,28.38,0.0,9.33,13.83,2017,5,1,0,2,1,43.0,43.0,65.0,25.81,94.96,16.07,46.714285714285715,66.85714285714286,66.66666666666667,8.179533110438364,3
41.54,124.19,12.43,10.76,23.64,28.71,0.0,9.99,31.76,2017,5,2,1,2,1,41.0,45.0,42.0,23.96,94.96,16.56,43.285714285714285,63.714285714285715,65.23333333333333,1.7043362064913354,3
52.43,105.5,14.68,16.31,23.64,30.36,0.0,7.51,13.82,2017,5,3,2,2,1,97.0,43.0,46.0,41.54,124.19,10.76,51.142857142857146,66.28571428571429,66.0,20.2848759048752,3
53.42,91.16,14.43,16.67,23.64,30.45,0.0,11.67,14.19,2017,5,4,3,2,1,102.0,41.0,43.0,52.43,105.5,16.31,59.142857142857146,70.07142857142857,66.2,27.631072915762555,3
194.39,100.51,13.94,16.7,23.64,30.32,0.0,14.47,16.02,2017,5,5,4,2,1,100.0,97.0,43.0,53.42,91.16,16.67,67.28571428571429,73.42857142857143,67.0,30.346412669453358,3
242.17,138.35,13.41,16.92,23.64,30.49,0.0,15.32,15.81,2017,5,6,5,2,1,121.0,102.0,45.0,194.39,100.51,16.7,78.42857142857143,76.21428571428571,68.66666666666667,34.038493615597126,3
105.49,125.37,14.23,16.7,23.64,30.52,0.0,18.78,14.66,2017,5,7,6,2,1,117.0,100.0,43.0,242.17,138.35,16.92,88.71428571428571,72.42857142857143,69.53333333333333,33.11955256196498,3
242.17,116.29,13.21,16.46,23.64,30.05,0.0,27.92,15.99,2017,5,8,0,2,1,123.0,121.0,41.0,105.49,125.37,16.7,100.14285714285714,73.42857142857143,72.13333333333334,28.14503254826431,3
242.17,156.75,14.23,16.57,23.64,30.0,0.0,15.77,14.46,2017,5,9,1,2,1,110.0,117.0,97.0,242.17,116.29,16.46,110.0,76.64285714285714,74.8,10.58300524425843,3
242.17,219.63,12.27,15.87,23.64,29.09,0.0,4.57,15.85,2017,5,11,3,2,1,122.0,123.0,102.0,242.17,156.75,16.57,113.57142857142857,82.35714285714286,76.46666666666667,9.64118151226201,3
157.6,94.34,12.68,16.01,23.64,29.27,0.0,10.25,16.36,2017,5,12,4,2,1,500.0,110.0,100.0,242.17,219.63,15.87,170.42857142857142,114.78571428571429,90.6,145.55738518176392,3
53.9,124.48,12.69,15.91,23.64,29.05,0.0,7.37,15.59,2017,5,13,5,2,1,473.0,122.0,121.0,157.6,94.34,16.01,223.71428571428572,145.5,104.36666666666666,179.7384342924595,3
40.51,121.36,12.86,16.19,23.64,28.95,0.0,16.06,15.09,2017,5,14,6,2,1,138.0,500.0,117.0,53.9,124.48,15.91,226.14285714285714,152.28571428571428,107.0,178.22778362854336,3
40.51,113.72,12.7,15.71,23.64,28.86,0.0,15.43,15.33,2017,5,15,0,2,1,116.0,473.0,123.0,40.51,121.36,16.19,226.0,157.35714285714286,109.4,178.33021804132545,3
57.8,86.43,12.52,15.04,23.64,28.33,0.0,4.74,16.46,2017,5,16,1,2,1,114.0,138.0,110.0,40.51,113.72,15.71,224.71428571428572,162.42857142857142,111.3,179.22677839887126,3
41.85,72.79,13.63,15.05,23.64,28.2,0.0,5.38,15.39,2017,5,17,2,2,1,102.0,116.0,122.0,57.8,86.43,15.04,223.57142857142858,166.78571428571428,112.5,180.10354164836883,3
54.1,96.51,11.38,14.9,23.64,27.91,0.0,12.93,22.22,2017,5,18,3,2,1,80.0,114.0,500.0,41.85,72.79,15.05,217.57142857142858,165.57142857142858,113.06666666666666,184.6924083829266,3
42.41,99.64,11.97,15.07,23.64,28.04,0.0,7.06,16.05,2017,5,19,4,2,1,87.0,102.0,473.0,54.1,96.51,14.9,158.57142857142858,164.5,113.13333333333334,139.99030578681413,3
45.32,387.65,12.25,15.1,23.64,28.0,0.0,3.04,14.62,2017,5,20,5,2,1,93.0,80.0,138.0,42.41,99.64,15.07,104.28571428571429,164.0,114.2,19.955903769012945,3
43.97,387.65,14.05,15.07,23.64,28.2,0.0,14.11,12.34,2017,5,21,6,2,1,98.0,87.0,116.0,45.32,387.65,15.1,98.57142857142857,162.35714285714286,115.83333333333333,13.314868166291546,3
36.59,387.65,13.41,15.23,23.64,28.17,0.0,7.01,12.34,2017,5,22,0,2,1,89.0,93.0,114.0,43.97,387.65,15.07,94.71428571428571,160.35714285714286,117.03333333333333,11.16115713407164,3
30.55,387.65,12.37,15.35,23.64,28.1,0.0,10.46,12.34,2017,5,23,1,2,1,56.0,98.0,102.0,36.59,387.65,15.23,86.42857142857143,155.57142857142858,116.16666666666667,15.240922356790746,3
192.7,387.65,11.8,15.19,23.64,28.02,0.0,6.59,12.34,2017,5,24,2,2,1,56.0,89.0,80.0,30.55,387.65,15.35,79.85714285714286,151.71428571428572,112.36666666666666,17.199114041413107,3
37.67,387.65,11.47,15.34,23.64,28.08,0.0,12.69,12.34,2017,5,25,3,2,1,79.0,56.0,87.0,192.7,387.65,15.19,79.71428571428571,148.64285714285714,111.36666666666666,17.20188251049203,3
25.3,387.65,11.68,15.02,23.64,28.01,0.0,9.15,12.34,2017,5,26,4,2,1,270.0,56.0,93.0,37.67,387.65,15.34,105.85714285714286,132.21428571428572,118.2,74.32682012891577,3
20.42,387.65,11.57,14.94,23.64,27.94,0.0,9.78,12.34,2017,5,27,5,2,1,48.0,79.0,98.0,25.3,387.65,15.02,99.42857142857143,101.85714285714286,118.4,77.50238091580836,3
17.64,387.65,11.61,14.63,23.64,27.84,0.0,6.27,12.34,2017,5,28,6,2,1,35.0,270.0,89.0,20.42,387.65,14.94,90.42857142857143,94.5,118.03333333333333,81.26265469217121,3
19.68,387.65,11.98,14.75,23.64,27.86,0.0,3.32,12.34,2017,5,29,0,2,1,34.0,48.0,56.0,17.64,387.65,14.63,82.57142857142857,88.64285714285714,117.73333333333333,84.03542336986463,3
26.47,68.35,10.84,14.04,23.64,27.7,0.0,4.25,28.62,2017,5,30,1,2,1,26.0,35.0,56.0,19.68,387.65,14.75,78.28571428571429,82.35714285714286,117.16666666666667,86.34951126230017,3
29.12,63.49,11.7,14.09,23.64,27.7,0.0,3.33,11.51,2017,5,31,2,2,1,44.0,34.0,79.0,26.47,68.35,14.04,76.57142857142857,78.21428571428571,117.13333333333334,86.98248318456073,3
34.99,68.71,15.13,15.07,23.64,28.28,0.0,6.14,4.84,2017,6,1,3,2,0,67.0,26.0,270.0,29.12,63.49,14.09,74.85714285714286,77.28571428571429,117.93333333333334,87.04487074957107,3
58.68,109.6,14.0,14.49,23.64,27.95,0.0,15.24,22.7,2017,6,3,5,2,0,62.0,44.0,48.0,34.99,68.71,15.07,45.142857142857146,75.5,118.63333333333334,15.082313830317998,3
48.49,120.47,21.53,14.2,23.64,27.85,0.0,9.84,20.98,2017,6,4,6,2,0,107.0,67.0,35.0,58.68,109.6,14.49,53.57142857142857,76.5,118.96666666666667,27.945525240231067,3
38.78,143.52,21.9,36.62,23.64,42.87,0.0,12.61,11.54,2017,6,5,0,2,0,108.0,62.0,34.0,48.49,120.47,14.2,64.0,77.21428571428571,119.16666666666667,33.02019584032389,3
89.01,240.82,21.16,13.43,23.64,27.61,0.0,7.22,11.92,2017,6,6,1,2,0,125.0,107.0,26.0,38.78,143.52,36.62,77.0,79.78571428571429,120.0,36.92334401612809,3
39.74,72.35,47.31,31.09,23.64,41.2,0.0,6.7,10.97,2017,6,7,2,2,0,197.0,108.0,44.0,89.01,240.82,13.43,101.42857142857143,89.85714285714286,122.53333333333333,51.31879818954313,3
38.25,76.8,22.61,14.02,23.64,27.67,0.0,3.1,12.77,2017,6,8,3,2,0,143.0,125.0,67.0,39.74,72.35,31.09,115.57142857142857,96.07142857142857,123.4,46.2452056717132,3
38.93,79.5,21.73,13.56,23.64,27.69,0.0,5.56,10.26,2017,6,9,4,2,0,64.0,197.0,62.0,38.25,76.8,14.02,115.14285714285714,95.0,121.43333333333334,46.78115208581547,3
44.76,91.2,21.79,13.59,23.64,27.71,0.0,3.03,10.9,2017,6,10,5,2,0,85.0,143.0,107.0,38.93,79.5,13.56,118.42857142857143,81.78571428571429,120.6,43.08850249914766,3
33.88,53.64,22.01,13.79,23.64,27.74,0.0,5.84,5.17,2017,6,11,6,2,0,83.0,64.0,108.0,44.76,91.2,13.59,115.0,84.28571428571429,119.3,45.05922029211491,3
41.62,73.06,22.31,13.84,23.64,27.81,0.0,6.97,5.62,2017,6,12,0,2,0,70.0,85.0,125.0,33.88,53.64,13.79,109.57142857142857,86.78571428571429,104.96666666666667,48.22121643307768,3
36.81,77.01,20.94,13.47,23.64,27.6,0.0,8.83,19.14,2017,6,14,2,2,0,65.0,83.0,197.0,41.62,73.06,13.84,101.0,89.0,91.36666666666666,50.309044912421136,3
38.42,82.21,21.61,13.51,23.64,27.68,0.0,6.29,9.51,2017,6,15,3,2,0,75.0,70.0,143.0,36.81,77.01,13.47,83.57142857142857,92.5,89.26666666666667,27.446050977977187,3
33.06,85.28,22.19,13.66,23.64,27.75,0.0,6.49,4.88,2017,6,16,4,2,0,88.0,65.0,64.0,38.42,82.21,13.51,75.71428571428571,95.64285714285714,88.33333333333333,9.793097666457262,3
34.62,86.44,21.94,13.5,23.64,27.7,0.0,5.72,5.94,2017,6,17,5,2,0,73.0,75.0,85.0,33.06,85.28,13.66,77.0,96.07142857142857,86.96666666666667,8.504900548115895,3
42.96,90.84,21.77,13.51,23.64,27.7,0.0,4.89,6.45,2017,6,18,6,2,0,97.0,88.0,83.0,34.62,86.44,13.5,78.71428571428571,98.57142857142857,86.8,11.176079898818301,3
40.82,99.55,21.2,13.17,23.64,27.58,0.0,4.86,12.85,2017,6,19,0,2,0,80.0,73.0,70.0,42.96,90.84,13.51,78.28571428571429,96.64285714285714,86.8,11.041048949478057,3
33.69,78.05,21.6,13.01,23.64,27.57,0.0,3.52,9.16,2017,6,20,1,2,0,103.0,97.0,65.0,40.82,99.55,13.17,83.0,96.28571428571429,87.33333333333333,13.650396819629156,3
32.0,71.88,22.15,13.01,23.64,27.62,0.0,3.59,17.47,2017,6,21,2,2,0,81.0,80.0,75.0,33.69,78.05,13.01,85.28571428571429,93.14285714285714,86.93333333333334,11.265201369916575,3
37.18,81.62,22.6,13.14,23.64,27.7,0.0,2.06,14.56,2017,6,22,3,2,0,76.0,103.0,88.0,32.0,71.88,13.01,85.42857142857143,84.5,86.2,11.118410300895357,3
39.66,92.36,21.24,12.88,23.64,27.55,0.0,3.7,19.71,2017,6,23,4,2,0,76.0,81.0,73.0,37.18,81.62,13.14,83.71428571428571,79.71428571428571,85.76666666666667,11.571722512433933,3
44.85,106.1,21.08,13.03,23.64,27.55,0.0,4.38,17.64,2017,6,24,5,2,0,86.0,76.0,97.0,39.66,92.36,12.88,85.57142857142857,81.28571428571429,86.76666666666667,10.56499160525251,3
35.19,102.85,20.77,12.95,23.64,27.53,0.0,5.34,14.7,2017,6,25,6,2,0,100.0,76.0,80.0,44.85,106.1,13.03,86.0,82.35714285714286,88.23333333333333,11.150485789118866,3
36.66,105.7,20.58,12.87,23.64,27.48,0.0,3.12,17.97,2017,6,26,0,2,0,104.0,86.0,103.0,35.19,102.85,12.95,89.42857142857143,83.85714285714286,89.06666666666666,12.594405409508468,3
41.22,93.15,20.94,12.84,23.64,27.51,0.0,3.57,16.13,2017,6,27,1,2,0,103.0,100.0,81.0,36.66,105.7,12.87,89.42857142857143,86.21428571428571,83.5,12.594405409508468,3
35.76,75.93,22.21,12.96,23.64,27.67,0.0,2.97,6.46,2017,6,28,2,2,0,100.0,104.0,76.0,41.22,93.15,12.84,92.14285714285714,88.71428571428571,85.23333333333333,12.522360951894514,3
39.06,70.49,23.34,13.12,23.64,27.78,0.0,2.38,5.39,2017,6,29,3,2,0,81.0,103.0,76.0,35.76,75.93,12.96,92.85714285714286,89.14285714285714,86.76666666666667,11.5531896234849,3
30.48,75.21,14.72,12.3,23.64,17.09,0.0,3.12,17.35,2017,6,30,4,2,0,74.0,100.0,86.0,39.06,70.49,13.12,92.57142857142857,88.14285714285714,88.1,12.053452380364847,3
45.34,68.4,41.27,23.33,23.64,12.22,0.0,3.87,12.36,2017,7,1,5,3,0,90.0,81.0,100.0,30.48,75.21,12.3,93.14285714285714,89.35714285714286,90.23333333333333,11.78174536346515,3
41.09,102.32,44.43,21.85,23.64,11.48,0.0,3.29,6.43,2017,7,2,6,3,0,92.0,74.0,104.0,45.34,68.4,23.33,92.0,89.0,91.83333333333333,11.387127235026199,3
