PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Year,Month,Day,DayOfWeek,Quarter,Season_encoded,AQI_lag_1,AQI_lag_3,AQI_lag_7,PM2.5_lag_1,PM10_lag_1,NO2_lag_1,AQI_rolling_7d,AQI_rolling_14d,AQI_rolling_30d,AQI_rolling_7d_std,City_encoded
12.88,45.38,11.5,45.99,3.87,11.22,0.05,1.55,30.7,2016,10,9,6,4,2,55.0,56.0,55.0,16.38,37.54,39.15,60.142857142857146,71.85714285714286,69.36666666666666,9.633769968680227,14
48.55,108.27,10.24,45.48,9.94,15.37,0.43,19.26,27.61,2016,10,12,2,4,2,65.0,63.0,72.0,12.88,45.38,45.99,61.57142857142857,71.78571428571429,68.93333333333334,9.484322904261703,14
50.52,99.86,12.08,63.89,20.04,21.18,0.65,15.29,26.79,2016,10,13,3,4,2,106.0,55.0,47.0,48.55,108.27,45.48,66.42857142857143,73.5,70.83333333333333,19.320603362360085,14
44.48,94.36,10.91,73.13,21.83,31.36,0.62,22.54,33.44,2016,10,14,4,4,2,104.0,65.0,73.0,50.52,99.86,63.89,74.57142857142857,75.35714285714286,71.46666666666667,21.639910218983015,14
45.06,101.0,8.9,61.79,15.27,27.21,0.59,15.96,38.65,2016,10,15,5,4,2,97.0,106.0,56.0,44.48,94.36,73.13,78.0,76.14285714285714,71.46666666666667,23.19482700948497,14
56.83,104.28,15.01,75.39,23.92,31.41,0.79,21.55,33.68,2016,10,16,6,4,2,97.0,104.0,63.0,45.06,101.0,61.79,83.85714285714286,75.92857142857143,71.6,21.8512285804741,14
54.95,94.42,26.16,87.44,31.02,28.7,0.53,23.06,26.69,2016,10,17,0,4,2,108.0,97.0,55.0,56.83,104.28,75.39,90.28571428571429,76.28571428571429,72.13333333333334,21.305040762803152,14
60.17,94.51,21.31,92.33,29.15,26.25,0.59,27.92,25.99,2016,10,18,1,4,2,100.0,97.0,65.0,54.95,94.42,87.44,96.71428571428571,78.42857142857143,73.26666666666667,14.625483304995711,14
58.85,101.67,12.43,75.82,22.89,29.97,0.97,29.86,35.87,2016,10,19,2,4,2,97.0,108.0,106.0,60.17,94.51,92.33,101.28571428571429,81.42857142857143,74.33333333333333,4.680252333444364,14
61.53,106.2,11.99,77.75,23.4,29.1,0.81,34.73,35.26,2016,10,20,3,4,2,103.0,100.0,104.0,58.85,101.67,75.82,100.85714285714286,83.64285714285714,75.56666666666666,4.2983939414785715,14
59.04,100.29,12.44,71.09,21.95,39.49,0.51,35.22,35.03,2016,10,21,4,4,2,104.0,97.0,97.0,61.53,106.2,77.75,100.85714285714286,87.71428571428571,77.2,4.2983939414785715,14
54.48,108.28,13.08,79.11,24.12,53.38,0.39,29.12,34.31,2016,10,22,5,4,2,102.0,103.0,97.0,59.04,100.29,71.09,101.57142857142857,89.78571428571429,78.26666666666667,3.952094080231052,14
54.48,106.91,11.06,86.29,25.14,54.55,0.55,37.97,40.26,2016,10,23,6,4,2,104.0,104.0,108.0,54.48,108.28,79.11,102.57142857142857,93.21428571428571,79.76666666666667,3.457221565409328,14
58.23,108.26,10.82,66.72,20.79,34.59,0.3,30.29,29.52,2016,10,24,0,4,2,111.0,102.0,100.0,54.48,106.91,86.29,103.0,96.64285714285714,81.4,4.320493798932863,14
64.18,103.01,11.65,68.11,20.88,30.24,0.38,18.9,27.18,2016,10,25,1,4,2,107.0,104.0,97.0,58.23,108.26,66.72,104.0,100.35714285714286,83.23333333333333,4.320493798932939,14
61.11,105.64,11.8,60.83,19.19,47.92,0.33,32.05,38.81,2016,10,26,2,4,2,114.0,111.0,103.0,64.18,103.01,68.11,106.42857142857143,103.85714285714286,85.3,4.503966505833188,14
64.35,101.48,11.68,50.97,16.75,45.17,0.33,44.1525,56.45,2016,10,27,3,4,2,107.0,107.0,104.0,61.11,105.64,60.83,107.0,103.92857142857143,87.73333333333333,4.2426406871137825,14
62.16,99.01,9.59,41.2,13.55,39.85,0.38,44.1525,70.1,2016,10,28,4,4,2,117.0,114.0,102.0,64.35,101.48,50.97,108.85714285714286,104.85714285714286,89.43333333333334,5.398412465050412,14
73.11,104.96,10.85,49.76,16.1,42.24,0.5,44.1525,56.15,2016,10,29,5,4,2,116.0,107.0,104.0,62.16,99.01,41.2,110.85714285714286,106.21428571428571,90.56666666666666,5.014265364219666,14
63.6,97.16,7.96,25.39,9.13,27.36,0.33,19.58,55.87,2016,10,30,6,4,2,130.0,117.0,111.0,73.11,104.96,49.76,114.57142857142857,108.57142857142857,92.3,7.892129895387718,14
58.15,84.2,8.84,24.36,11.15,26.1,0.54,23.55,46.88,2016,10,31,0,4,2,129.0,116.0,107.0,63.6,97.16,25.39,117.14285714285714,110.07142857142857,93.73333333333333,9.335033858686167,14
73.45,106.62,9.75,35.18,17.47,24.59,0.57,44.1525,58.59,2016,11,1,1,4,2,106.0,130.0,114.0,58.15,84.2,24.36,117.0,110.5,93.93333333333334,9.521904571388363,14
64.93,100.92,9.23,22.8,8.34,21.5,0.35,44.1525,68.19,2016,11,2,2,4,2,118.0,129.0,107.0,73.45,106.62,35.18,117.57142857142857,112.0,94.43333333333334,9.431456989900408,14
61.75,97.54,9.6,23.49,9.26,20.77,0.35,35.06,58.34,2016,11,3,3,4,2,134.0,106.0,117.0,64.93,100.92,22.8,121.42857142857143,114.21428571428571,96.56666666666666,9.897089519264934,14
65.1,101.16,9.43,13.74,5.38,9.27,0.36,31.95,58.26,2016,11,4,4,4,2,104.0,118.0,116.0,61.75,97.54,23.49,119.57142857142857,114.21428571428571,98.2,11.886366740332218,14
67.23,100.75,10.41,31.41,11.5,12.51,0.26,31.89,66.88,2016,11,5,5,4,2,113.0,134.0,130.0,65.1,101.16,13.74,119.14285714285714,115.0,99.56666666666666,12.08895599887842,14
65.76,104.57,9.87,25.01,9.76,13.96,0.36,31.29,66.89,2016,11,6,6,4,2,151.0,104.0,129.0,67.23,100.75,31.41,122.14285714285714,118.35714285714286,103.03333333333333,16.886173549470005,14
66.65,112.8,8.73,18.35,7.51,22.83,0.35,40.78,72.73,2016,11,7,0,4,2,119.0,113.0,106.0,65.76,104.57,25.01,120.71428571428571,118.92857142857143,104.56666666666666,16.630436812404866,14
60.51,107.1,8.57,36.85,12.13,25.37,0.47,38.63,66.96,2016,11,8,1,4,2,124.0,151.0,118.0,66.65,112.8,18.35,123.28571428571429,120.14285714285714,106.83333333333333,15.31572487907094,14
65.33,103.8,8.22,42.02,13.74,24.24,0.45,35.56,74.13,2016,11,9,2,4,2,112.0,119.0,134.0,60.51,107.1,36.85,122.42857142857143,120.0,108.46666666666667,15.820420799892705,14
71.55,106.32,9.65,56.07,17.15,36.33,0.45,44.1525,79.48,2016,11,10,3,4,2,147.0,124.0,104.0,65.33,103.8,42.02,124.28571428571429,122.85714285714286,111.53333333333333,18.015866023352668,14
62.24,97.74,8.99,52.96,25.65,33.77,0.92,44.1525,79.89,2016,11,11,4,4,2,144.0,112.0,113.0,71.55,106.32,56.07,130.0,124.78571428571429,114.16666666666667,16.812693617223704,14
61.83,104.38,9.26,53.12,16.3,39.06,0.61,35.55,92.1,2016,11,12,5,4,2,129.0,147.0,151.0,62.24,97.74,52.96,132.28571428571428,125.71428571428571,114.93333333333334,15.118578920368076,14
60.96,98.46,8.93,48.17,14.97,30.06,0.64,28.22,91.75,2016,11,13,6,4,2,152.0,144.0,119.0,61.83,104.38,53.12,132.42857142857142,127.28571428571429,116.53333333333333,15.328156475987269,14
61.46,99.72,10.06,45.51,14.73,31.45,0.74,16.38,59.28,2016,11,14,0,4,2,163.0,129.0,124.0,60.96,98.46,48.17,138.71428571428572,129.71428571428572,118.73333333333333,17.736161607614036,14
67.56,102.5,9.75,35.21,12.11,27.89,0.54,25.31,55.35,2016,11,15,1,4,2,122.0,152.0,112.0,61.46,99.72,45.51,138.42857142857142,130.85714285714286,119.56666666666666,18.02643561418492,14
59.73,101.38,8.44,36.72,11.96,31.12,0.59,44.1525,78.43,2016,11,16,2,4,2,125.0,163.0,147.0,67.56,102.5,35.21,140.28571428571428,131.35714285714286,120.13333333333334,15.315724879071285,14
63.35,103.32,8.28,38.09,12.26,33.57,0.49,42.96,75.33,2016,11,17,3,4,2,140.0,122.0,144.0,59.73,101.38,36.72,139.28571428571428,131.78571428571428,121.46666666666667,15.030128472662362,14
61.71,95.29,8.64,41.53,13.22,29.05,0.45,37.9,76.18,2016,11,18,4,4,2,104.0,125.0,129.0,63.35,103.32,38.09,133.57142857142858,131.78571428571428,121.7,19.789367034319664,14
61.8,98.96,10.96,58.71,18.26,36.62,0.52,44.1525,67.7,2016,11,19,5,4,2,133.0,140.0,152.0,61.71,95.29,41.53,134.14285714285714,133.21428571428572,122.7,19.69288002831212,14
61.0,96.5,11.02,63.32,19.38,33.56,0.57,30.3,64.43,2016,11,20,6,4,2,141.0,104.0,163.0,61.8,98.96,58.71,132.57142857142858,132.5,123.93333333333334,18.428755997598355,14
55.76,85.33,11.63,59.47,18.69,38.92,0.51,36.43,53.54,2016,11,21,0,4,2,122.0,133.0,122.0,61.0,96.5,63.32,126.71428571428571,132.71428571428572,124.6,12.802529511964744,14
60.32,89.17,11.87,65.82,15.22,38.16,0.5,31.34,42.62,2016,11,22,1,4,2,105.0,141.0,125.0,55.76,85.33,59.47,124.28571428571429,131.35714285714286,124.63333333333334,15.228419547173202,14
62.65,91.64,10.05,51.12,14.74,37.16,0.52,34.96,63.49,2016,11,23,2,4,2,98.0,122.0,140.0,60.32,89.17,65.82,120.42857142857143,130.35714285714286,124.2,18.15541372756375,14
64.38,95.85,12.59,60.39,19.27,30.2,0.64,31.07,67.2,2016,11,24,3,4,2,124.0,105.0,104.0,62.65,91.64,51.12,118.14285714285714,128.71428571428572,124.76666666666667,16.180529157276816,14
63.41,102.09,10.63,37.87,13.16,23.54,0.59,41.97,50.88,2016,11,25,4,4,2,162.0,98.0,133.0,64.38,95.85,60.39,126.42857142857143,130.0,126.36666666666666,21.65530837814015,14
52.96,90.29,7.65,8.25,4.6,5.08,0.55,38.34,32.64,2016,11,26,5,4,2,136.0,124.0,141.0,63.41,102.09,37.87,126.85714285714286,130.5,127.33333333333333,21.835968579604845,14
59.95,98.75,7.69,5.3,4.13,3.64,0.5,44.1525,51.89,2016,11,27,6,4,2,109.0,162.0,122.0,52.96,90.29,8.25,122.28571428571429,127.42857142857143,127.06666666666666,21.731039902362216,14
63.92,103.2,7.48,5.31,3.59,4.08,0.49,42.29,57.06,2016,11,28,0,4,2,106.0,136.0,105.0,59.95,98.75,5.3,120.0,123.35714285714286,126.73333333333333,22.590558499809067,14
55.4,95.5,7.97,27.3,6.7,16.48,0.3,41.03,49.06,2016,11,29,1,4,2,105.0,109.0,98.0,63.92,103.2,5.31,120.0,122.14285714285714,125.9,22.590558499809067,14
58.98,95.61,12.12,72.0,14.58,41.11,0.43,37.54,44.92,2016,11,30,2,4,2,113.0,106.0,124.0,55.4,95.5,27.3,122.14285714285714,121.28571428571429,125.36666666666666,20.79606189825742,14
58.86,97.97,10.58,54.03,10.45,31.73,0.38,23.1,49.67,2016,12,1,3,4,3,100.0,105.0,162.0,58.98,95.61,72.0,118.71428571428571,118.42857142857143,125.16666666666667,22.358550085028398,14
61.32,101.59,11.19,54.28,5.18,35.72,0.17,35.08,38.95,2016,12,2,4,4,3,103.0,113.0,136.0,58.86,97.97,54.03,110.28571428571429,118.35714285714286,124.66666666666667,12.079104350270287,14
57.06,89.69,9.88,38.29,9.69,23.13,0.28,8.7,33.69,2016,12,3,5,4,3,96.0,100.0,109.0,61.32,101.59,54.28,104.57142857142857,115.71428571428571,123.4,5.623081683472242,14
59.44,94.88,12.66,40.89,14.51,21.32,0.41,20.04,32.84,2016,12,4,6,4,3,112.0,103.0,106.0,57.06,89.69,38.29,105.0,113.64285714285714,123.66666666666667,6.1101009266039945,14
66.0,104.04,12.87,46.01,15.87,28.38,0.49,38.17,39.49,2016,12,5,0,4,3,94.0,96.0,105.0,59.44,94.88,40.89,103.28571428571429,111.64285714285714,123.03333333333333,7.3419862370284115,14
65.98,100.21,9.11,43.82,11.8,27.81,0.46,39.34,62.06,2016,12,6,1,4,3,112.0,112.0,113.0,66.0,104.04,46.01,104.28571428571429,112.14285714285714,121.73333333333333,8.056349167254059,14
58.07,91.26,10.79,58.31,9.62,28.78,0.32,44.1525,47.96,2016,12,7,2,4,3,115.0,94.0,100.0,65.98,100.21,43.82,104.57142857142857,113.35714285714286,121.6,8.443086774732786,14
60.69,102.1,11.49,64.12,11.6,31.26,0.36,36.91,53.68,2016,12,8,3,4,3,109.0,112.0,103.0,58.07,91.26,58.31,105.85714285714286,112.28571428571429,121.1,8.31521840620024,14
63.73,106.83,9.61,60.81,12.1,17.46,0.29,30.48,62.7,2016,12,9,4,4,3,110.0,115.0,96.0,60.69,102.1,64.12,106.85714285714286,108.57142857142857,121.03333333333333,8.335237877598043,14
61.83,103.12,11.02,60.63,12.58,24.41,0.38,34.5,54.68,2016,12,10,5,4,3,126.0,109.0,112.0,63.73,106.83,60.81,111.14285714285714,107.85714285714286,120.33333333333333,9.45918550807349,14
61.79,97.38,10.11,68.61,13.47,34.77,0.37,44.1525,50.84,2016,12,11,6,4,3,117.0,110.0,94.0,61.83,103.12,60.63,111.85714285714286,108.42857142857143,119.43333333333334,9.719886340701107,14
48.86,104.26,11.21,58.18,11.72,26.45,0.45,44.1525,45.44,2016,12,12,0,4,3,104.0,126.0,112.0,61.79,97.38,68.61,113.28571428571429,108.28571428571429,118.6,7.016986193377717,14
60.56,103.88,10.75,55.27,8.25,30.9,0.26,41.86,37.38,2016,12,13,1,4,3,103.0,117.0,115.0,48.86,104.26,58.18,112.0,108.14285714285714,116.96666666666667,8.041558721207242,14
44.66,62.82,9.33,27.18,5.73,19.33,0.28,7.84,36.95,2016,12,14,2,4,3,105.0,104.0,109.0,60.56,103.88,55.27,110.57142857142857,107.57142857142857,115.03333333333333,8.303757038373519,14
57.33,93.83,22.06,49.45,7.32,26.91,0.25,13.93,27.81,2016,12,15,3,4,3,82.0,103.0,110.0,44.66,62.82,27.18,106.71428571428571,106.28571428571429,113.7,13.68349718595542,14
64.61,96.25,13.66,48.99,7.57,27.7,0.28,33.63,44.11,2016,12,16,4,4,3,96.0,105.0,126.0,57.33,93.83,49.45,104.71428571428571,105.78571428571429,112.73333333333333,14.138768047631148,14
56.65,95.79,18.38,60.92,14.28,31.24,0.47,34.23,40.88,2016,12,17,5,4,3,133.0,82.0,117.0,64.61,96.25,48.99,105.71428571428571,108.42857142857143,112.5,16.017847189038317,14
54.74,94.68,11.85,62.77,12.93,36.11,0.33,38.49,40.87,2016,12,18,6,4,3,117.0,96.0,104.0,56.65,95.79,60.92,105.71428571428571,108.78571428571429,112.93333333333334,16.017847189038317,14
61.36,96.74,10.63,65.8,13.12,31.03,0.32,43.85,46.78,2016,12,19,0,4,3,96.0,133.0,103.0,54.74,94.68,62.77,104.57142857142857,108.92857142857143,111.7,16.440368435216644,14
60.03,94.81,10.0,67.81,13.49,34.35,0.34,44.1525,56.91,2016,12,20,1,4,3,102.0,117.0,105.0,61.36,96.74,65.8,104.42857142857143,108.21428571428571,110.4,16.46063124404208,14
54.24,95.55,11.18,73.32,14.68,29.32,0.42,44.1525,49.4,2016,12,21,2,4,3,117.0,96.0,82.0,60.03,94.81,67.81,106.14285714285714,108.35714285714286,110.23333333333333,17.14087290103623,14
58.12,96.04,8.65,67.71,13.14,42.78,0.36,44.1525,49.82,2016,12,22,3,4,3,106.0,102.0,96.0,54.24,95.55,73.32,109.57142857142857,108.14285714285714,110.26666666666667,13.525989093309853,14
60.2,95.54,11.1,67.78,13.76,26.75,0.33,37.44,42.22,2016,12,23,4,4,3,102.0,117.0,133.0,58.12,96.04,67.71,110.42857142857143,107.57142857142857,110.4,12.686700948329221,14
60.28,103.11,9.82,70.51,16.86,31.14,0.43,31.91,55.7,2016,12,24,5,4,3,101.0,106.0,117.0,60.2,95.54,67.78,105.85714285714286,105.78571428571429,109.63333333333334,8.153293228882704,14
61.28,103.5,8.23,58.82,17.39,19.36,0.51,11.31,63.02,2016,12,25,6,4,3,104.0,102.0,96.0,60.28,103.11,70.51,104.0,104.85714285714286,107.7,6.506407098644103,14
53.5,99.82,9.6,55.26,19.56,36.57,0.73,19.3,51.25,2016,12,26,0,4,3,106.0,101.0,102.0,61.28,103.5,58.82,105.42857142857143,105.0,106.7,5.472876844250634,14
54.32,92.67,9.02,69.63,25.52,34.58,0.74,42.58,49.14,2016,12,27,1,4,3,106.0,104.0,117.0,53.5,99.82,55.26,106.0,105.21428571428571,106.6,5.259911279348808,14
62.67,101.25,10.89,73.53,16.43,35.44,0.45,39.57,74.29,2016,12,28,2,4,3,95.0,106.0,106.0,54.32,92.67,69.63,102.85714285714286,104.5,106.23333333333333,4.01781746011557,14
60.05,98.82,9.38,58.31,14.69,24.76,0.48,10.11,57.89,2016,12,29,3,4,3,160.0,106.0,102.0,62.67,101.25,73.53,110.57142857142857,110.07142857142857,108.06666666666666,22.119803667430478,14
61.49,104.8,9.17,49.74,10.35,25.35,0.37,15.23,80.55,2016,12,30,4,4,3,124.0,95.0,101.0,60.05,98.82,58.31,113.71428571428571,112.07142857142857,108.43333333333334,22.26143365938921,14
61.98,110.38,7.84,40.04,8.45,18.5,0.28,6.27,83.19,2016,12,31,5,4,3,160.0,160.0,104.0,61.49,104.8,49.74,122.14285714285714,114.0,110.43333333333334,27.254532170071947,14
61.25,100.46,7.54,39.37,8.27,15.38,0.25,6.08,69.11,2017,1,1,6,1,3,173.0,124.0,106.0,61.98,110.38,40.04,132.0,118.0,112.76666666666667,31.71224789677696,14
47.21,80.12,9.69,52.0,10.85,24.87,0.33,20.73,47.61,2017,1,2,0,1,3,110.0,160.0,106.0,61.25,100.46,39.37,132.57142857142858,119.0,113.23333333333333,31.197527374548176,14
65.45,132.09,11.01,58.68,13.66,18.06,0.31,22.99,50.37,2017,1,3,1,1,3,103.0,173.0,95.0,47.21,80.12,52.0,132.14285714285714,119.07142857142857,112.93333333333334,31.64084159978722,14
116.03,197.89,12.2,58.2,12.48,26.16,0.15,37.31,56.42,2017,1,4,2,1,3,103.0,110.0,160.0,65.45,132.09,58.68,133.28571428571428,118.07142857142857,113.23333333333333,30.186720511477628,14
96.21,162.27,10.97,57.6,13.18,36.67,0.0,25.88,45.66,2017,1,5,3,1,3,215.0,103.0,124.0,116.03,197.89,58.2,141.14285714285714,125.85714285714286,116.66666666666667,42.81521758840927,14
75.89,147.99,12.09,69.76,15.64,23.85,0.0,34.18,36.8,2017,1,6,4,1,3,276.0,103.0,160.0,96.21,162.27,57.6,162.85714285714286,138.28571428571428,122.03333333333333,65.30806119571184,14
63.83,104.25,10.37,37.49,9.45,16.18,0.0,7.83,58.44,2017,1,7,5,1,3,158.0,215.0,173.0,75.89,147.99,69.76,162.57142857142858,142.35714285714286,123.66666666666667,65.32701621549106,14
62.34,100.56,10.32,34.38,8.88,15.23,0.0,3.21,52.76,2017,1,8,6,1,3,137.0,276.0,110.0,63.83,104.25,37.49,157.42857142857142,144.71428571428572,124.56666666666666,65.78464142654445,14
51.67,80.46,10.08,30.24,11.37,13.47,0.0,3.56,60.3,2017,1,9,0,1,3,102.0,158.0,103.0,62.34,100.56,34.38,156.28571428571428,144.42857142857142,123.76666666666667,66.80747035502898,14
61.42,112.53,7.05,36.21,8.33,11.94,0.0,6.6,53.49,2017,1,10,1,1,3,96.0,137.0,103.0,51.67,80.46,30.24,155.28571428571428,143.71428571428572,123.06666666666666,67.78326805762178,14
82.34,168.93,11.85,49.71,14.9,19.45,0.0,29.68,49.64,2017,1,11,2,1,3,98.0,102.0,215.0,61.42,112.53,36.21,154.57142857142858,143.92857142857142,122.86666666666666,68.44914692153361,14
115.47,212.64,11.78,55.94,13.1,30.92,0.0,44.1525,51.68,2017,1,12,3,1,3,163.0,96.0,276.0,82.34,168.93,49.71,147.14285714285714,144.14285714285714,124.86666666666666,63.43613211051595,14
108.41,166.25,10.43,49.01,11.51,26.15,0.0,16.8,43.54,2017,1,13,4,1,3,236.0,98.0,158.0,115.47,212.64,55.94,141.42857142857142,152.14285714285714,129.23333333333332,50.34500022464018,14
73.75,114.17,10.06,38.15,9.48,20.75,0.0,7.78,47.92,2017,1,14,5,1,3,281.0,163.0,137.0,108.41,166.25,49.01,159.0,160.78571428571428,135.86666666666667,73.31666477229659,14
81.72,120.38,9.88,39.02,9.59,17.64,0.0,3.77,42.95,2017,1,15,6,1,3,183.0,236.0,102.0,73.75,114.17,38.15,165.57142857142858,161.5,138.76666666666668,73.07725853017273,14
83.39,140.24,14.4,52.77,12.14,19.03,0.0,21.93,30.43,2017,1,16,0,1,3,164.0,281.0,96.0,81.72,120.38,39.02,174.42857142857142,165.35714285714286,139.8,67.64332226923099,14
64.14,116.31,10.96,49.49,11.74,17.53,0.0,5.32,32.75,2017,1,17,1,1,3,184.0,183.0,98.0,83.39,140.24,52.77,187.0,171.14285714285714,142.03333333333333,58.14923329961742,14
54.56,81.16,10.06,34.26,8.81,14.66,0.0,4.16,58.14,2017,1,18,2,1,3,133.0,164.0,163.0,64.14,116.31,49.49,192.0,173.28571428571428,143.26666666666668,50.17967716117756,14
67.09,109.2,10.09,38.78,9.6,14.4,0.0,3.76,66.33,2017,1,19,3,1,3,126.0,184.0,236.0,54.56,81.16,34.26,186.71428571428572,166.92857142857142,144.06666666666666,55.41875219849412,14
76.51,135.24,10.68,49.29,11.62,15.32,0.0,9.0,55.29,2017,1,20,4,1,3,104.0,133.0,281.0,67.09,109.2,38.78,167.85714285714286,154.64285714285714,143.63333333333333,58.239243846477905,14
69.51,137.83,19.01,63.8,16.45,18.0,0.0,7.19,48.08,2017,1,21,5,1,3,150.0,126.0,183.0,76.51,135.24,49.29,149.14285714285714,154.07142857142858,145.1,30.046788910123215,14
60.61,111.85,10.06,49.44,16.53,15.71,0.0,6.68,53.25,2017,1,22,6,1,3,156.0,104.0,164.0,69.51,137.83,63.8,145.28571428571428,155.42857142857142,146.9,26.499775380898473,14
83.79,150.97,10.65,52.58,19.39,20.72,0.0,13.58,53.54,2017,1,23,0,1,3,113.0,150.0,184.0,60.61,111.85,49.44,138.0,156.21428571428572,147.3,27.489391893358437,14
71.49,148.62,10.19,50.58,11.72,19.98,0.0,12.35,53.29,2017,1,24,1,1,3,156.0,156.0,133.0,83.79,150.97,52.58,134.0,160.5,149.03333333333333,20.936411663255594,14
76.94,144.81,10.14,47.79,11.21,18.46,0.0,9.19,58.67,2017,1,25,2,1,3,151.0,113.0,126.0,71.49,148.62,50.58,136.57142857142858,164.28571428571428,150.53333333333333,21.877363817860246,14
64.21,108.56,9.54,32.92,8.41,14.62,0.0,4.04,75.82,2017,1,26,3,1,3,149.0,156.0,104.0,76.94,144.81,47.79,139.85714285714286,163.28571428571428,151.96666666666667,21.751847212198594,14
56.14,100.4,9.47,41.9,10.18,15.15,0.0,7.88,51.86,2017,1,27,4,1,3,132.0,151.0,150.0,64.21,108.56,32.92,143.85714285714286,155.85714285714286,153.2,15.826439602013052,14
68.79,131.75,8.46,43.74,7.53,18.29,0.0,12.09,43.59,2017,1,28,5,1,3,100.0,149.0,156.0,56.14,100.4,41.9,136.71428571428572,142.92857142857142,151.2,22.477501979492033,14
85.73,157.28,10.5,53.72,12.36,28.21,0.0,34.99,49.54,2017,1,29,6,1,3,115.0,132.0,113.0,68.79,131.75,43.74,130.85714285714286,138.07142857142858,150.9,21.950159995077346,14
62.96,124.01,19.88,60.35,16.06,25.86,0.0,19.96,56.94,2017,1,30,0,1,3,199.0,100.0,156.0,85.73,157.28,53.72,143.14285714285714,140.57142857142858,152.2,32.03866711453781,14
54.98,115.66,10.14,46.64,16.51,17.73,0.0,12.33,53.74,2017,1,31,1,1,3,129.0,115.0,151.0,62.96,124.01,60.35,139.28571428571428,136.64285714285714,150.73333333333332,31.857569930940063,14
44.56,87.45,10.32,35.7,9.92,16.81,0.0,5.74,74.98,2017,2,1,2,1,3,110.0,199.0,149.0,54.98,115.66,46.64,133.42857142857142,135.0,150.73333333333332,33.090064686433486,14
52.36,96.1,10.06,37.44,9.36,16.25,0.0,3.48,68.59,2017,2,2,3,1,3,151.0,129.0,132.0,44.56,87.45,35.7,133.71428571428572,136.78571428571428,152.33333333333334,33.255146397283134,14
58.81,109.98,9.92,42.23,10.17,16.49,0.0,8.29,76.03,2017,2,3,4,1,3,102.0,110.0,100.0,52.36,96.1,37.44,129.42857142857142,136.64285714285714,152.3,35.378228440935494,14
68.29,141.85,10.64,52.03,12.26,17.59,0.0,13.7,82.95,2017,2,4,5,1,3,113.0,151.0,115.0,58.81,109.98,42.23,131.28571428571428,134.0,148.9,33.88566208941572,14
56.73,117.29,9.79,45.95,10.79,18.65,0.0,11.04,98.75,2017,2,5,6,1,3,149.0,102.0,199.0,68.29,141.85,52.03,136.14285714285714,133.5,144.66666666666666,33.5977606963544,14
64.14,136.36,17.54,52.4,8.17,17.5,0.0,18.17,61.34,2017,2,6,0,1,3,164.0,113.0,129.0,56.73,117.29,45.95,131.14285714285714,137.14285714285714,144.86666666666667,23.884643402742288,14
93.54,188.21,8.44,60.66,11.41,26.73,0.0,25.9,42.44,2017,2,7,1,1,3,118.0,149.0,110.0,64.14,136.36,52.4,129.57142857142858,134.42857142857142,144.23333333333332,24.405307775543772,14
83.13,163.13,7.1,51.31,8.72,22.71,0.0,17.22,45.33,2017,2,8,2,1,3,185.0,164.0,151.0,93.54,188.21,60.66,140.28571428571428,136.85714285714286,147.0,30.164627660634835,14
70.3,134.14,8.62,45.89,10.47,19.35,0.0,7.48,50.11,2017,2,9,3,1,3,180.0,118.0,102.0,83.13,163.13,51.31,144.42857142857142,139.07142857142858,149.8,33.66925968326336,14
64.97,108.1,8.71,35.98,7.61,15.93,0.0,5.02,67.42,2017,2,10,4,1,3,161.0,185.0,113.0,70.3,134.14,45.89,152.85714285714286,141.14285714285714,151.9,28.221909759549764,14
41.77,108.1,6.28,27.85,3.04,13.23,0.0,1.8,64.54,2017,2,11,5,1,3,121.0,180.0,149.0,64.97,108.1,35.98,154.0,142.64285714285714,150.5,26.444911293731227,14
39.67,108.1,9.79,32.34,4.54,12.49,0.0,3.08,47.55,2017,2,12,6,1,3,115.0,161.0,164.0,41.77,108.1,27.85,149.14285714285714,142.64285714285714,146.46666666666667,30.350335371175635,14
62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,2017,2,14,1,1,3,78.0,121.0,118.0,39.67,108.1,32.34,136.85714285714286,134.0,139.7,39.393013642135784,14
66.1,129.76,13.81,40.94,12.43,17.52,0.08,10.89,38.79,2017,2,15,2,1,3,137.0,115.0,185.0,62.32,115.04,35.19,139.57142857142858,134.57142857142858,138.16666666666666,38.52210249911542,14
85.12,173.28,12.04,46.28,14.03,22.99,0.11,23.38,40.55,2017,2,16,3,1,3,123.0,78.0,180.0,66.1,129.76,40.94,130.71428571428572,135.5,136.8,33.07926987159881,14
82.76,203.34,13.26,46.37,15.73,26.52,0.28,29.72,37.61,2017,2,17,4,1,3,158.0,137.0,161.0,85.12,173.28,46.28,127.57142857142857,136.0,135.93333333333334,28.318763761018047,14
75.46,197.99,15.75,46.97,15.11,27.44,0.24,33.86,39.71,2017,2,18,5,1,3,193.0,123.0,121.0,82.76,203.34,46.37,132.14285714285714,142.5,137.93333333333334,36.122147275729525,14
63.58,163.83,10.87,40.25,9.18,31.66,0.23,27.84,50.72,2017,2,19,6,1,3,179.0,158.0,115.0,75.46,197.99,46.97,140.42857142857142,147.21428571428572,139.7,39.622624609588335,14
57.61,157.84,8.41,35.93,8.46,39.69,0.25,22.31,39.94,2017,2,20,0,1,3,141.0,193.0,78.0,63.58,163.83,40.25,144.14285714285714,146.64285714285714,140.93333333333334,38.028185036139085,14
